"Country","Year","CO2 emissions (metric tons per capita)","Electric power consumption (kWh per capita)","Energy use (kg of oil equivalent per capita)","Fertility rate, total (births per woman)","GNI per capita, Atlas method (current US$)","Internet users (per 1,000 people)","Life expectancy at birth, total (years)","Military expenditure (% of GDP)","Population, total","Prevalence of HIV, total (% of population ages 15-49)"
"Low & middle income",2000,2.08,1007.7,932.66,2.88,"1155.27",15.52,64.52,2.14,"5.08E+09",""
"Low & middle income",2001,2.11,1029.88,933.89,0,"1163.75",22.45,0,2.23,"5.15E+09",""
"Low & middle income",2002,2.22,1071.85,953.85,2.81,"1178.38",36.24,64.81,2.25,"5.22E+09",""
"Low & middle income",2003,2.36,1145.91,998.77,0,"1287.33",48.65,0,2.21,"5.28E+09","1.03"
"Low & middle income",2004,0,1224.52,1056.59,0,"1497.7",62.96,0,2.14,"5.35E+09",""
"Low & middle income",2005,0,0,0,2.73,"1742.25",83.78,65.44,2.05,"5.42E+09","1.05"
"Brazil",2000,1.77,1897.06,1068.1,2.39,"3.87E+03",28.76,69.72,1.58,"1.74E+08",""
"Brazil",2001,1.79,1752.97,1059.57,0,"3.30E+03",45.36,0,1.77,"1.76E+08",""
"Brazil",2002,1.75,1813.16,1069.88,2.35,"3.06E+03",79.94,70.3,1.94,"1.79E+08",""
"Brazil",2003,1.64,1884.52,1067.57,0,"2.96E+03",99.22,0,1.51,"1.81E+08","0.5"
"Brazil",2004,0,1955.08,1113.83,0,"3.32E+03",119.62,0,1.32,"1.84E+08",""
"Brazil",2005,0,0,0,2.29,"3.89E+03",195.04,71.24,1.42,"1.86E+08","0.54"
"Serbia and Montenegro",2000,5.01,3878.34,1638.03,1.66,"1.25E+03",49.16,72.49,5.58,"8137237",""
"Serbia and Montenegro",2001,5.37,4095.56,1795.26,0,"1.29E+03",73.85,0,4.28,"8124172",""
"Serbia and Montenegro",2002,5.81,4136.22,1924.95,1.74,"1.43E+03",78.82,72.69,4.38,"8120225",""
"Serbia and Montenegro",2003,6.16,4001.43,2004.36,1.74,"1.93E+03",104.57,0,3.54,"8099856","0.17"
"Serbia and Montenegro",2004,0,4028.54,0,1.6,"2.70E+03",148.43,0,3.4,"8084813",""
"Serbia and Montenegro",2005,0,0,0,1.61,"3.22E+03",0,72.79,2.74,"8064253","0.19"
"Qatar",2000,59.96,14020.21,21428.61,3.18,"",49.48,72.96,0,"606339",""
"Qatar",2001,66.2,14408.61,21959.24,0,"",62.26,0,0,"642463",""
"Qatar",2002,67.27,14827.64,21884.46,3.03,"",102,73.4,0,"686286",""
"Qatar",2003,62.97,15240.64,21388.72,0,"",191.97,0,0,"733237","0.2"
"Qatar",2004,0,15853.3,23246.45,0,"",212.37,0,0,"776936",""
"Qatar",2005,0,0,0,2.89,"",269.43,74.1,0,"812842","0.2"
"Spain",2000,7,5206.91,3096.55,1.24,"15420",136.25,78.97,1.21,"4.03E+07",""
"Spain",2001,6.96,5439.82,3139.43,1.26,"15050",181.43,79.02,1.17,"4.07E+07",""
"Spain",2002,7.35,5592.42,3185.61,1.27,"15100",190.15,79.16,1.15,"4.13E+07",""
"Spain",2003,7.36,5700.89,3239.15,1.3,"17490",233.05,79.56,1.1,"4.20E+07","0.7"
"Spain",2004,0,5924.09,3330.93,1.33,"21450",335.73,80.09,1.09,"4.27E+07",""
"Spain",2005,0,0,0,1.33,"25250",348.38,80.57,1.03,"4.34E+07","0.62"
"Palau",2000,0,0,0,0,"",0,0,0,"",""
"Palau",2001,0,0,0,0,"",0,0,0,"",""
"Palau",2002,0,0,0,0,"",0,0,0,"",""
"Palau",2003,12.27,0,0,0,"6.42E+03",0,0,0,"19700",""
"Palau",2004,0,0,0,0,"7.12E+03",0,0,0,"20000",""
"Palau",2005,0,0,0,0,"7.67E+03",0,0,0,"20100",""
"Bhutan",2000,0.71,0,0,0,"780",4.03,0,0,"558565",""
"Bhutan",2001,0.7,0,0,0,"830",8.71,0,0,"574296",""
"Bhutan",2002,0.68,0,0,2.91,"890",16.92,63.49,0,"590883",""
"Bhutan",2003,0.63,0,0,0,"970",24.69,0,0,"607475","0.1"
"Bhutan",2004,0,0,0,0,"1100",32.1,0,0,"623082",""
"Bhutan",2005,0,0,0,2.5,"1250",39.25,0,0,"637013","0.1"
"Israel",2000,10.19,6371.92,3057.08,2.95,"17090",201.94,78.95,8.39,"6289000",""
"Israel",2001,9.96,6382.51,3113.53,0,"16940",279.55,79.41,8.48,"6439000",""
"Israel",2002,10.39,6481.89,3044.44,2.89,"16040",304.41,79.45,9.6,"6570000",""
"Israel",2003,10.21,6597.31,3085.04,2.95,"16320",373.71,79.65,8.9,"6689700","0.2"
"Israel",2004,0,6802.82,3048.87,2.9,"17350",470.35,79.37,8.74,"6803500",""
"Israel",2005,0,0,0,2.82,"18580",0,79.72,7.92,"6923600","0.2"
"Azerbaijan",2000,3.7,2040.5,1430.32,2.07,"610",1.49,71.77,2.06,"8048535",""
"Azerbaijan",2001,3.42,2106.36,1427.54,0,"660",3.08,71.82,2,"8111144",""
"Azerbaijan",2002,3.41,2102.21,1430.39,2.07,"720",36.71,72.13,2,"8171893",""
"Azerbaijan",2003,3.54,2354.98,1492.58,2.07,"820",42.51,72.23,1.9,"8234040","0.1"
"Azerbaijan",2004,0,2437.4,1558.8,2.05,"950",49.12,72.33,1.74,"8306400",""
"Azerbaijan",2005,0,0,0,2.33,"1270",80.93,72.28,2.01,"8388000","0.11"
"Nepal",2000,0.13,57.63,334.21,3.97,"230",2.05,60.53,0.96,"2.44E+07",""
"Nepal",2001,0.14,62.86,336.98,0,"230",2.4,0,1.18,"2.50E+07",""
"Nepal",2002,0.11,65.45,333.72,3.71,"230",3.14,61.29,1.57,"2.55E+07",""
"Nepal",2003,0.11,67.9,335.89,0,"230",3.84,0,1.75,"2.61E+07","0.48"
"Nepal",2004,0,68.82,340.53,0,"250",4.51,0,1.88,"2.66E+07",""
"Nepal",2005,0,0,0,3.46,"270",4.15,62.65,1.97,"2.71E+07","0.53"
"Vietnam",2000,0.69,295.02,482.05,1.9,"3.90E+02",2.58,69.05,0,"7.76E+07",""
"Vietnam",2001,0.77,335.07,501.58,0,"4.10E+02",12.83,0,0,"7.87E+07",""
"Vietnam",2002,0.9,386.12,533.96,1.87,"4.30E+02",18.81,69.69,0,"7.97E+07",""
"Vietnam",2003,0.94,440.69,546.76,0,"4.70E+02",38.29,0,0,"8.09E+07","0.44"
"Vietnam",2004,0,502.24,612.18,0,"5.40E+02",77.35,0,0,"8.20E+07",""
"Vietnam",2005,0,0,0,1.78,"6.20E+02",128.89,70.65,0,"8.31E+07","0.5"
"Ethiopia",2000,0.09,23.44,291.13,5.71,"1.30E+02",0.16,42.29,7.88,"6.43E+07",""
"Ethiopia",2001,0.1,27.53,295.69,0,"1.30E+02",0.38,0,4.8,"6.58E+07",""
"Ethiopia",2002,0.1,27.37,296.56,5.6,"1.20E+02",0.74,42.13,4.73,"6.72E+07",""
"Ethiopia",2003,0.11,30.13,298.91,5.51,"1.10E+02",1.09,42.3,4.35,"6.86E+07",""
"Ethiopia",2004,0,32.68,302.73,5.4,"1.30E+02",1.62,42.48,3.67,"7.00E+07",""
"Ethiopia",2005,0,0,0,5.32,"1.60E+02",2.3,42.65,3.05,"7.13E+07","1.4"
"Honduras",2000,0.78,500.91,468.84,3.95,"8.60E+02",11.67,67.34,0.58,"6424340",""
"Honduras",2001,0.87,513.23,491.65,0,"8.90E+02",13.67,0,0.65,"6581875",""
"Honduras",2002,0.9,543.94,508.47,3.72,"9.10E+02",25.23,67.59,0.83,"6737843",""
"Honduras",2003,0.94,556.07,521.84,0,"9.60E+02",26.98,0,0.76,"6892959","1.5"
"Honduras",2004,0,585.67,547.51,0,"1.04E+03",31.92,0,0.68,"7048327",""
"Honduras",2005,0,0,0,3.47,"1.12E+03",36.09,68.57,0.64,"7204723","1.54"
"Hong Kong, China",2000,5.62,5446.66,2318.38,1.03,"26980",278.35,80.88,0,"6665000",""
"Hong Kong, China",2001,5.33,5541.2,2421,0.93,"26060",386.82,81.42,0,"6724900",""
"Hong Kong, China",2002,5.1,5612.2,2412.85,0.94,"24680",430.06,81.48,0,"6787000",""
"Hong Kong, China",2003,5.55,5653.01,2427.42,0.9,"25590",472.26,81.33,0,"6803100",""
"Hong Kong, China",2004,0,5699.3,2487.58,0.93,"27130",505.58,81.78,0,"6882600",""
"Hong Kong, China",2005,0,0,0,0.97,"27690",507.83,81.58,0,"6943600",""
"Australia",2000,18.22,10054.61,5768.65,1.76,"20720",344.59,79.63,1.74,"1.92E+07",""
"Australia",2001,18.91,10365.58,5581.05,1.73,"20490",396.64,79.94,1.77,"1.94E+07",""
"Australia",2002,18,10772.97,5697.42,1.76,"20280",534.6,80.24,1.8,"1.96E+07",""
"Australia",2003,17.82,10713.38,5681.53,1.75,"22840",568.61,80.49,1.79,"1.99E+07","0.1"
"Australia",2004,0,11192.81,5762.29,1.77,"27820",647.02,80.49,1.81,"2.01E+07",""
"Australia",2005,0,0,0,1.77,"33120",698.02,80.63,1.78,"2.03E+07","0.1"
"Netherlands",2000,8.73,6559.45,4761.5,1.72,"2.67E+04",439.55,77.99,1.55,"1.59E+07",""
"Netherlands",2001,8.72,6659.81,4858.13,1.71,"2.56E+04",492.33,78.2,1.55,"1.60E+07",""
"Netherlands",2002,9.32,6702.32,4870.55,1.73,"2.53E+04",507.77,78.28,1.54,"1.61E+07",""
"Netherlands",2003,8.68,6747.07,4988.39,1.75,"2.84E+04",523.87,78.49,1.55,"1.62E+07","0.21"
"Netherlands",2004,0,6919.66,5045.35,1.73,"3.43E+04",614.19,78.69,1.59,"1.63E+07",""
"Netherlands",2005,0,0,0,1.73,"3.93E+04",738.98,79.35,1.59,"1.63E+07","0.22"
"Northern Mariana Islands",2000,0,0,0,0,"",0,0,0,"",""
"Northern Mariana Islands",2001,0,0,0,0,"",0,0,0,"",""
"Northern Mariana Islands",2002,0,0,0,0,"",0,0,0,"",""
"Northern Mariana Islands",2003,0,0,0,0,"",0,0,0,"76000",""
"Northern Mariana Islands",2004,0,0,0,0,"",0,0,0,"78200",""
"Northern Mariana Islands",2005,0,0,0,0,"",0,0,0,"80300",""
"New Caledonia",2000,8.47,0,0,2.63,"14020",140.7,73.47,0,"213220.3",""
"New Caledonia",2001,8.36,0,0,2.47,"",184.07,73.23,0,"217313.7",""
"New Caledonia",2002,8.22,0,0,2.37,"",225.75,73.66,0,"221479.5",""
"New Caledonia",2003,8.28,0,0,2.3,"",265.81,74.18,0,"225724.8",""
"New Caledonia",2004,0,0,0,2.3,"",304.27,74.67,0,"230057.6",""
"New Caledonia",2005,0,0,0,2.3,"",324.12,75.16,0,"234479.5",""
"Somalia",2000,0,0,0,6.56,"",2.14,45.19,0,"7011658",""
"Somalia",2001,0,0,0,0,"",0,0,0,"7228173",""
"Somalia",2002,0,0,0,6.43,"",0,46.13,0,"7461468",""
"Somalia",2003,0,0,0,0,"",0,0,0,"7708005","0.88"
"Somalia",2004,0,0,0,0,"",10.8,0,0,"7964414",""
"Somalia",2005,0,0,0,6.2,"",10.94,47.73,0,"8227826","0.86"
"Antigua and Barbuda",2000,4.6,0,0,1.7,"8190",65.37,75.06,0,"76486",""
"Antigua and Barbuda",2001,4.54,0,0,0,"8540",90.34,0,0,"77483.09",""
"Antigua and Barbuda",2002,4.7,0,0,1.7,"8600",127.04,75.28,0,"78712.73",""
"Antigua and Barbuda",2003,4.99,0,0,0,"9170",174.9,0,0,"80047.71",""
"Antigua and Barbuda",2004,0,0,0,0,"10500",245.68,0,0,"81405.34",""
"Antigua and Barbuda",2005,0,0,0,0,"10700",350.3,0,0,"82786",""
"Isle of Man",2000,0,0,0,1.69,"",0,77.61,0,"72666.73",""
"Isle of Man",2001,0,0,0,0,"",0,0,0,"73330.65",""
"Isle of Man",2002,0,0,0,1.65,"24700",0,77.97,0,"74006.8",""
"Isle of Man",2003,0,0,0,0,"28620",0,0,0,"74689.2",""
"Isle of Man",2004,0,0,0,0,"",0,0,0,"75377.88",""
"Isle of Man",2005,0,0,0,0,"",0,0,0,"76072.91",""
"Finland",2000,9.99,15285.93,6373.98,1.73,"25150",372.28,77.5,1.26,"5176198",""
"Finland",2001,10.88,15687.18,6517.93,1.73,"24160",430.86,77.98,1.2,"5187996",""
"Finland",2002,11.74,16129.88,6834.6,1.72,"24220",486.29,78.12,1.19,"5200597",""
"Finland",2003,13.01,16427.21,7227.71,1.76,"27090",491.08,78.37,1.22,"5212996","0.08"
"Finland",2004,0,16779.95,7285.76,1.8,"33010",512.61,78.71,1.23,"5228143",""
"Finland",2005,0,0,0,1.8,"37530",533.73,78.82,1.21,"5246100","0.08"
"Lithuania",2000,3.41,2516.63,2086.57,1.39,"3020",64.29,71.97,1.66,"3499528",""
"Lithuania",2001,3.57,2687.79,2292.82,1.3,"3270",71.81,71.61,1.66,"3481295",""
"Lithuania",2002,3.62,2827.54,2515.35,1.24,"3630",144.13,71.76,1.7,"3469094",""
"Lithuania",2003,3.67,3055.09,2629.81,1.26,"4330",201.4,71.86,1.62,"3454240","0.07"
"Lithuania",2004,0,3145.32,2665.92,1.26,"5560",281.76,71.92,1.66,"3435585",""
"Lithuania",2005,0,0,0,1.27,"6910",357.83,71.25,1.8,"3414300","0.17"
"Suriname",2000,4.9,0,0,2.68,"2070",26.98,68.83,0,"434018",""
"Suriname",2001,5.17,0,0,0,"1770",33.19,0,0,"437486",""
"Suriname",2002,5.1,0,0,2.6,"1900",45.39,69.05,0,"440670",""
"Suriname",2003,5.04,0,0,0,"2060",51.85,0,0,"443628","1.72"
"Suriname",2004,0,0,0,0,"2260",67.2,0,0,"446460",""
"Suriname",2005,0,0,0,2.51,"2540",71.23,69.71,0,"449238","1.94"
"Jamaica",2000,3.98,2320.62,1513.87,2.53,"2930",30.9,71.03,0.55,"2589389",""
"Jamaica",2001,4.08,2338.77,1537.17,0,"2940",38.39,0,0.56,"2604789",""
"Jamaica",2002,3.93,2412.99,1495.32,2.44,"2950",229.23,70.69,0.66,"2617495",""
"Jamaica",2003,4.07,2481,1543.12,2.44,"3110",304.14,0,0.66,"2630388","1.51"
"Jamaica",2004,0,2454.96,1540.88,2.41,"3320",403.86,0,0.68,"2642000",""
"Jamaica",2005,0,0,0,2.38,"3420",0,70.9,0.71,"2654500","1.53"
"United Kingdom",2000,9.31,6030.95,3898.85,1.64,"25010",264.47,77.74,2.44,"5.97E+07",""
"United Kingdom",2001,9.51,6102.46,3942.35,1.63,"25090",332.77,0,2.43,"5.95E+07",""
"United Kingdom",2002,9.27,6152.71,3853.37,1.64,"25720",421.57,77.59,2.45,"5.93E+07",""
"United Kingdom",2003,9.37,6198.31,3898.37,1.71,"28450",436.79,78.4,2.7,"5.96E+07","0.2"
"United Kingdom",2004,0,6205.6,3905.6,1.77,"33890",469.53,78.75,2.77,"5.98E+07",""
"United Kingdom",2005,0,0,0,1.8,"37750",473.46,78.95,2.59,"6.02E+07","0.2"
"Grenada",2000,2.02,0,0,3.24,"3.66E+03",40.56,72.49,0,"101400",""
"Grenada",2001,2.14,0,0,0,"3.39E+03",50.67,0,0,"102632",""
"Grenada",2002,2.09,0,0,3,"3.34E+03",144.93,72.97,0,"103501",""
"Grenada",2003,2.1,0,0,0,"3.79E+03",181.62,0,0,"104614",""
"Grenada",2004,0,0,0,0,"3.86E+03",0,0,0,"105747.5",""
"Grenada",2005,0,0,0,0,"4.12E+03",0,0,0,"106500",""
"Gambia, The",2000,0.21,0,0,4.93,"320",9.12,54.72,0.79,"1315884",""
"Gambia, The",2001,0.21,0,0,0,"310",13.27,0,0.68,"1356635",""
"Gambia, The",2002,0.2,0,0,4.74,"270",17.89,55.44,0.61,"1397295",""
"Gambia, The",2003,0.2,0,0,0,"270",24.34,0,0.45,"1437697","2.21"
"Gambia, The",2004,0,0,0,0,"270",33.16,0,0.37,"1477666",""
"Gambia, The",2005,0,0,0,4.4,"290",0,56.79,0.34,"1517079","2.44"
"Slovak Republic",2000,6.57,4955.89,3291.68,1.3,"3860",94.09,73.2,1.67,"5388741",""
"Slovak Republic",2001,6.89,5027.42,3455.17,1.2,"3860",125.31,73.55,1.87,"5378900",""
"Slovak Republic",2002,6.87,5049.54,3484.23,1.18,"4100",160.4,73.65,1.79,"5379100",""
"Slovak Republic",2003,6.98,5015.94,3463.05,1.2,"5010",255.74,73.75,1.89,"5379650","0.1"
"Slovak Republic",2004,0,5088.2,3406.63,1.24,"6570",422.87,73.96,1.69,"5382450",""
"Slovak Republic",2005,0,0,0,1.25,"8100",464.08,73.9,1.74,"5387000","0.1"
"Venezuela, RB",2000,6.69,2654.02,2333.26,2.83,"4100",33.73,73.27,1.29,"2.43E+07",""
"Venezuela, RB",2001,6.37,2720.45,2348.31,2.79,"4580",46.56,73.43,1.71,"2.48E+07",""
"Venezuela, RB",2002,5.37,2653.17,2290.33,2.76,"3970",49.33,73.63,1.29,"2.52E+07",""
"Venezuela, RB",2003,5.61,2664.29,2068.4,2.72,"3470",75.37,73.83,1.27,"2.57E+07","0.65"
"Venezuela, RB",2004,0,2760.21,2149.42,2.69,"4080",84.47,74.02,1.21,"2.61E+07",""
"Venezuela, RB",2005,0,0,0,2.65,"4940",124.66,74.22,1.11,"2.66E+07","0.72"
"Singapore",2000,14.05,7594.64,5537.75,1.44,"2.30E+04",323.57,78.05,4.67,"4017700",""
"Singapore",2001,13.68,7528.56,5563.52,1.41,"2.13E+04",411.5,78.35,5.04,"4131200",""
"Singapore",2002,13.3,7764.97,5852.37,1.37,"2.11E+04",503.44,78.67,5.14,"4171300",""
"Singapore",2003,11.42,7977.16,5201.66,1.25,"2.18E+04",549.56,0,5.11,"4185200","0.25"
"Singapore",2004,0,8169.94,6034.01,1.24,"2.50E+04",571.13,79.3,4.7,"4240300",""
"Singapore",2005,0,0,0,1.24,"2.66E+04",0,79.7,4.68,"4341800","0.3"
"Guinea-Bissau",2000,0.19,0,0,7.1,"160",2.2,44.45,4.42,"1365650",""
"Guinea-Bissau",2001,0.18,0,0,0,"140",2.84,0,3.11,"1406179",""
"Guinea-Bissau",2002,0.19,0,0,7.1,"130",9.66,44.6,0,"1449039",""
"Guinea-Bissau",2003,0.18,0,0,0,"130",12.72,0,0,"1493783","3.81"
"Guinea-Bissau",2004,0,0,0,0,"160",16.89,0,0,"1539712",""
"Guinea-Bissau",2005,0,0,0,7.08,"180",19.54,45.12,0,"1586344","3.79"
"Botswana",2000,2.33,907.64,1050.17,3.37,"3270",14.25,42.69,3.09,"1754002",""
"Botswana",2001,2.22,1145.81,1048.39,0,"3480",28.32,0,2.99,"1765570",""
"Botswana",2002,2.31,1198.19,1072.27,3.2,"3140",33.88,36.55,3.53,"1771008",""
"Botswana",2003,2.32,1257.09,1049.36,0,"3690",33.87,0,3.61,"1771556","24"
"Botswana",2004,0,1325.01,1054.8,0,"4430",33.92,0,3.26,"1769050",""
"Botswana",2005,0,0,0,3.03,"5530",34,34.97,2.45,"1764926","24.1"
"Faeroe Islands",2000,0,0,0,0,"",0,0,0,"",""
"Faeroe Islands",2001,0,0,0,0,"",0,0,0,"",""
"Faeroe Islands",2002,0,0,0,0,"",0,0,0,"",""
"Faeroe Islands",2003,13.74,0,0,0,"",583.33,0,0,"48000",""
"Faeroe Islands",2004,0,0,0,0,"",641.82,0,0,"48300",""
"Faeroe Islands",2005,0,0,0,0,"",0,0,0,"48300",""
"Kazakhstan",2000,8.14,3080.51,2666.49,1.88,"1270",6.72,65.52,0.78,"1.49E+07",""
"Kazakhstan",2001,8.4,3228.15,3065.15,0,"1350",10.1,65.77,1,"1.49E+07",""
"Kazakhstan",2002,10.57,3382.4,3154.65,1.8,"1520",16.82,65.97,1,"1.49E+07",""
"Kazakhstan",2003,10.68,3510.03,3346.77,1.78,"1800",20.12,65.87,1.03,"1.49E+07","0.1"
"Kazakhstan",2004,0,3621.23,3651.47,1.77,"2300",26.64,66.06,0.99,"1.50E+07",""
"Kazakhstan",2005,0,0,0,1.75,"2940",0,66.25,1.06,"1.51E+07","0.1"
